x,y,z, 
-0.06813049,-0.9488983,9.833679, 
-0.07450867,-0.96165466,9.840073, 
-0.0809021,-0.9552765,9.833679, 
-0.08728027,-0.9488983,9.827301, 
-0.0809021,-0.9552765,9.833679, 
-0.0809021,-0.96165466,9.840073, 
-0.0809021,-0.9552765,9.833679, 
-0.07450867,-0.97442627,9.840073, 
-0.08728027,-0.9488983,9.840073, 
-0.0809021,-0.9680481,9.833679, 
-0.08728027,-0.96165466,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.08728027,-0.96165466,9.840073, 
-0.0809021,-0.9552765,9.840073, 
-0.093673706,-0.9552765,9.846451, 
-0.08728027,-0.96165466,9.833679, 
-0.0809021,-0.9552765,9.846451, 
-0.0809021,-0.96165466,9.840073, 
-0.0809021,-0.9552765,9.827301, 
-0.0809021,-0.97442627,9.840073, 
-0.0809021,-0.9552765,9.840073, 
-0.0809021,-0.97442627,9.840073, 
-0.0809021,-0.9552765,9.833679, 
-0.08728027,-0.97442627,9.846451, 
-0.0809021,-0.9680481,9.846451, 
-0.08728027,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.840073, 
-0.08728027,-0.9680481,9.840073, 
-0.08728027,-0.9680481,9.846451, 
-0.08728027,-0.9680481,9.840073, 
-0.08728027,-0.97442627,9.846451, 
-0.093673706,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.0809021,-0.9680481,9.827301, 
-0.08728027,-0.97442627,9.840073, 
-0.08728027,-0.9680481,9.833679, 
-0.08728027,-0.97442627,9.833679, 
-0.07450867,-0.97442627,9.827301, 
-0.08728027,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.833679, 
-0.08728027,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.827301, 
-0.07450867,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.827301, 
-0.0809021,-0.97442627,9.827301, 
-0.08728027,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.827301, 
-0.08728027,-0.97442627,9.827301, 
-0.093673706,-0.9680481,9.840073, 
-0.093673706,-0.97442627,9.827301, 
-0.0809021,-0.97442627,9.833679, 
-0.0809021,-0.9808197,9.840073, 
-0.08728027,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.833679, 
-0.093673706,-0.97442627,9.846451, 
-0.093673706,-0.9680481,9.833679, 
-0.07450867,-0.97442627,9.833679, 
-0.07450867,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.840073, 
-0.0809021,-0.9808197,9.840073, 
-0.07450867,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.833679, 
-0.07450867,-0.9680481,9.846451, 
-0.08728027,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.833679, 
-0.08728027,-0.97442627,9.846451, 
-0.0809021,-0.9808197,9.840073, 
-0.08728027,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.846451, 
-0.093673706,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.846451, 
-0.08728027,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.827301, 
-0.0809021,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.08728027,-0.97442627,9.846451, 
-0.093673706,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.846451, 
-0.093673706,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.840073, 
-0.093673706,-0.97442627,9.840073, 
-0.0809021,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.827301, 
-0.07450867,-0.9680481,9.833679, 
-0.07450867,-0.96165466,9.840073, 
-0.07450867,-0.96165466,9.840073, 
-0.07450867,-0.9680481,9.833679, 
-0.07450867,-0.9552765,9.846451, 
-0.07450867,-0.9680481,9.833679, 
-0.07450867,-0.9680481,9.827301, 
-0.0809021,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.96165466,9.840073, 
-0.07450867,-0.97442627,9.833679, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.846451, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.9680481,9.833679, 
-0.07450867,-0.9680481,9.827301, 
-0.07450867,-0.97442627,9.833679, 
-0.08728027,-0.96165466,9.840073, 
-0.0809021,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.9680481,9.840073, 
-0.07450867,-0.97442627,9.846451, 
-0.0809021,-0.9680481,9.827301, 
-0.0809021,-0.97442627,9.840073, 
-0.07450867,-0.9680481,9.846451, 
-0.0809021,-0.97442627,9.833679, 
-0.07450867,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.846451, 
-0.0809021,-0.9680481,9.846451, 
-0.07450867,-0.9680481,9.840073, 
-0.0809021,-0.97442627,9.846451, 
-0.07450867,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.833679, 
-0.0809021,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.846451, 
-0.0809021,-0.97442627,9.827301, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.9552765,9.833679, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.97442627,9.846451, 
-0.07450867,-0.97442627,9.840073, 
-0.07450867,-0.9680481,9.840073, 
